자치구명,법정동명,전세 보증금(평균),월세 보증금(평균),월세 임대료(평균)
은평구,증산동,30106.75244299674,6611.235294117647,64.6470588235294
은평구,진관동,35912.85455680399,6392.653072321914,55.284937466014135
종로구,가회동,22714.285714285714,8315.90909090909,104.22727272727273
종로구,견지동,76333.33333333333,0.0,550.0
종로구,경운동,23000.0,1593.75,65.625
종로구,계동,23805.555555555555,7033.333333333333,68.93333333333334
종로구,관수동,20264.444444444445,2637.5,81.0
종로구,관훈동,15750.0,0.0,0.0
종로구,교남동,0.0,300.0,55.0
종로구,교북동,46012.98333333333,12761.111111111111,104.72222222222223
종로구,구기동,43905.57142857143,9638.0,97.34
종로구,궁정동,0.0,1500.0,47.0
종로구,낙원동,28111.11111111111,2187.5,81.75
종로구,내수동,42943.617021276594,10698.876404494382,150.23595505617976
종로구,누상동,24711.867924528302,10376.315789473685,44.71052631578947
종로구,누하동,20442.85714285714,5142.857142857143,62.142857142857146
종로구,당주동,46437.5,21000.0,122.66666666666667
종로구,돈의동,0.0,875.0,74.75
종로구,동숭동,16694.20731707317,4606.896551724138,57.02068965517241
종로구,명륜1가,26026.415094339623,4173.591836734694,60.816326530612244
종로구,명륜2가,52558.57142857143,6212.578616352202,81.52201257861635
종로구,명륜3가,13233.333333333334,1438.9684813753581,52.893982808022926
종로구,명륜4가,21242.36842105263,3732.5581395348836,53.27906976744186
종로구,무악동,64802.114285714284,24573.55769230769,123.3076923076923
종로구,부암동,29791.666666666668,12670.833333333334,72.25757575757575
종로구,사간동,0.0,2000.0,50.0
종로구,사직동,68774.26530612246,24800.657534246577,152.986301369863
종로구,삼청동,16585.714285714286,9184.21052631579,94.84210526315789
종로구,수송동,35000.0,7500.0,97.33333333333333
종로구,숭인동,24341.29139072848,4642.996575342466,58.17579908675799
종로구,신교동,28613.636363636364,6806.578947368421,60.3421052631579
종로구,신문로1가,44000.0,4000.0,190.0
종로구,신문로2가,53130.0,9239.52380952381,151.71428571428572
종로구,신영동,33441.94915254237,6062.5,66.04166666666667
종로구,안국동,43000.0,12000.0,86.6
종로구,연건동,16281.25,3171.9101123595506,55.741573033707866
종로구,연지동,21594.26923076923,5311.0,48.2
종로구,옥인동,25665.526315789473,11937.666666666666,54.666666666666664
종로구,운니동,10000.0,1000.0,67.71428571428571
종로구,원남동,20076.923076923078,2936.842105263158,77.92105263157895
종로구,원서동,19928.048780487807,5288.461538461538,58.94230769230769
종로구,이화동,15593.181818181818,2550.0,53.05
종로구,익선동,30190.0,1972.972972972973,81.1891891891892
종로구,인의동,36785.34482758621,14156.521739130434,115.47826086956522
종로구,재동,0.0,3000.0,100.0
종로구,종로1가,20000.0,1833.3333333333333,103.33333333333333
종로구,종로5가,21036.0,4558.823529411765,78.29411764705883
종로구,종로6가,0.0,1750.0,53.75
종로구,창성동,18075.0,9533.333333333334,62.2
종로구,창신동,26049.819628647216,4829.198847262248,55.44956772334294
종로구,청운동,45175.0,14705.882352941177,147.8235294117647
종로구,체부동,24541.666666666668,2888.0,88.76
종로구,충신동,38873.75,11496.511627906977,119.3953488372093
종로구,통의동,23225.0,1000.0,50.0
종로구,통인동,27311.11111111111,5772.727272727273,57.72727272727273
종로구,팔판동,14500.0,1000.0,60.0
종로구,평동,94240.90361445783,36068.333333333336,211.98333333333332
종로구,평창동,41588.1679389313,13302.020202020201,99.68686868686869
종로구,필운동,26737.85714285714,10217.741935483871,67.35483870967742
종로구,행촌동,16102.79411764706,8782.028436018958,43.26066350710901
종로구,혜화동,27356.81818181818,5544.520547945205,61.07534246575342
종로구,홍지동,19235.714285714286,6456.521739130435,47.30434782608695
종로구,홍파동,95130.71951219512,47734.791666666664,189.4375
종로구,화동,23000.0,2000.0,50.0
종로구,효자동,42136.36363636364,4875.0,85.5
종로구,효제동,18858.823529411766,4784.090909090909,72.95454545454545
중구,광희동1가,17000.0,7122.210526315789,52.67368421052632
중구,광희동2가,20500.0,2202.5641025641025,61.69230769230769
중구,남대문로5가,117812.5,25000.0,570.0
중구,남산동1가,14000.0,8140.0,60.6
중구,남산동2가,17750.0,2853.125,86.875
중구,남창동,22500.0,1673.3333333333333,39.0
중구,만리동1가,50976.57407407407,17250.0,101.20833333333333
중구,만리동2가,67010.78037383177,26972.44094488189,113.34645669291339
중구,무학동,26800.0,1257.142857142857,74.28571428571429
중구,묵정동,20814.423076923078,2722.5,66.975
중구,북창동,6000.0,0.0,0.0
중구,산림동,29000.0,0.0,0.0
중구,순화동,58981.05263157895,9375.348837209302,245.2093023255814
중구,신당동,38417.36558441559,8297.283028720627,81.91436031331592
중구,쌍림동,18593.333333333332,2430.2631578947367,60.5
중구,예장동,25603.333333333332,2192.3076923076924,68.23076923076923
중구,오장동,22984.48275862069,4088.095238095238,71.19047619047619
중구,을지로4가,24486.21052631579,1500.0,99.5
중구,을지로5가,30593.75,6132.35294117647,94.79411764705883
중구,을지로6가,25608.333333333332,18366.666666666668,27.666666666666668
중구,을지로7가,0.0,1500.0,50.0
중구,의주로1가,36985.0,8600.0,149.46153846153845
중구,인현동2가,28806.86274509804,6271.710526315789,110.5657894736842
중구,입정동,50970.73170731707,11634.782608695652,177.3913043478261
중구,장충동1가,31112.121212121212,4455.451612903225,59.18279569892473
중구,장충동2가,13101.764705882353,2146.3133640552996,52.32258064516129
중구,저동2가,19590.714285714286,4312.903225806452,70.0
중구,정동,29916.666666666668,9708.97435897436,110.92307692307692
중구,주교동,0.0,3000.0,40.0
중구,중림동,30115.93650793651,7181.128787878788,75.37878787878788
중구,충무로2가,21940.39285714286,3290.909090909091,72.86363636363636
중구,충무로3가,22050.0,3318.181818181818,81.97727272727273
중구,충무로4가,60431.818181818184,15941.176470588236,173.8235294117647
중구,충무로5가,22353.846153846152,2648.1481481481483,78.4074074074074
중구,필동1가,28666.666666666668,6325.0,118.75
중구,필동2가,22576.923076923078,3205.2,63.32
중구,필동3가,21754.545454545456,2493.181818181818,62.5
중구,황학동,34434.41308089501,8685.98798076923,86.21634615384616
중구,회현동1가,49069.811320754714,7338.260869565217,123.91304347826087
중구,회현동2가,76333.33333333333,26383.91304347826,167.69565217391303
중구,회현동3가,9500.0,1000.0,40.0
중구,흥인동,44986.458333333336,4325.925925925926,109.13888888888889
중랑구,망우동,26516.803220035777,5432.6551724137935,44.42773294203962
중랑구,면목동,22773.43363764045,5405.475968540635,50.30643751820565
중랑구,묵동,26919.56605593057,6191.0863436123345,48.87136563876652
중랑구,상봉동,24350.392789373815,6591.824797843666,53.35983827493261
중랑구,신내동,29092.207381370827,7233.515864892528,44.06448311156602
중랑구,중화동,20660.79295154185,5029.078661087866,47.84100418410042
